,RespondentID,"In your own words, what would you call the part of the country you live in now?",Personally identification as a Midwesterner?,Illinois in MW?,Indiana in MW?,Iowa in MW?,Kansas in MW?,Michigan in MW?,Minnesota in MW?,Missouri in MW?,Nebraska in MW?,North Dakota in MW?,Ohio in MW?,South Dakota in MW?,Wisconsin in MW?,Arkansas in MW?,Colorado in MW?,Kentucky in MW?,Oklahoma in MW?,Pennsylvania in MW?,West Virginia in MW?,Montana in MW?,Wyoming in MW?,ZIP Code,Gender,Age,Household Income,Education,Location (Census Region)
624,3123155698,south,Not at all,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,39202.0,Female,45-60,"$25,000 - $49,999",Graduate degree,East South Central
625,3125195663,backwoods,Some,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,40342.0,Male,45-60,"$25,000 - $49,999",Graduate degree,East South Central
626,3122458097,backwoods,A lot,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,40324.0,Male,30-44,"$25,000 - $49,999",Graduate degree,East South Central
627,3122469302,florida,Some,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,40210.0,Female,> 60,"$0 - $24,999",Graduate degree,East South Central
628,3123009828,south,Not at all,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,37209.0,Male,18-29,"$0 - $24,999",Graduate degree,East South Central
631,3123349374,backwoods,Not at all,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,40213.0,Female,45-60,"$150,000+",Associate or bachelor degree,East South Central
632,3121580945,backwoods,Not at all,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,36067.0,Male,45-60,"$150,000+",Associate or bachelor degree,East South Central
633,3121501303,south,Not at all,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,37215.0,Male,45-60,"$150,000+",Associate or bachelor degree,East South Central
634,3125236982,midamerica,Not much,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,40299.0,Male,45-60,"$150,000+",Associate or bachelor degree,East South Central
635,3120825453,backwoods,Not much,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,40220.0,Female,30-44,"$150,000+",Associate or bachelor degree,East South Central
636,3124416736,midwest,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,41017.0,Female,30-44,"$150,000+",Associate or bachelor degree,East South Central
637,3122851918,backwoods,A lot,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,40324.0,Male,30-44,"$150,000+",Associate or bachelor degree,East South Central
638,3124380651,backwoods,Not at all,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,37917.0,Male,18-29,"$150,000+",Associate or bachelor degree,East South Central
639,3122697993,backwoods,Not at all,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,42103.0,Male,18-29,"$150,000+",Associate or bachelor degree,East South Central
640,3122692434,backwoods,Not at all,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,40503.0,Male,18-29,"$150,000+",Associate or bachelor degree,East South Central
641,3122827688,backwoods,Not at all,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,30506.0,Female,> 60,"$100,000 - $149,999",Associate or bachelor degree,East South Central
642,3123109692,florida,Not at all,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,42729.0,Female,30-44,"$100,000 - $149,999",Associate or bachelor degree,East South Central
643,3122511204,backwoods,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,40220.0,Female,18-29,"$100,000 - $149,999",Associate or bachelor degree,East South Central
644,3122321209,backwoods,Some,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,40517.0,Female,> 60,"$50,000 - $99,999",Associate or bachelor degree,East South Central
645,3123671172,backwoods,Not at all,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,42103.0,Male,> 60,"$50,000 - $99,999",Associate or bachelor degree,East South Central
646,3122706700,backwoods,A lot,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,42134.0,Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,East South Central
647,3124039699,midwest,Some,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,40291.0,Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,East South Central
648,3125129988,south,Not at all,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,42303.0,Male,45-60,"$50,000 - $99,999",Associate or bachelor degree,East South Central
649,3123616187,backwoods,Not at all,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,37642.0,Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,East South Central
650,3121717092,south,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,39327.0,Male,45-60,"$50,000 - $99,999",Associate or bachelor degree,East South Central
651,3122102092,backwoods,Not at all,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,41240.0,Female,30-44,"$50,000 - $99,999",Associate or bachelor degree,East South Central
652,3122676929,backwoods,Not much,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,37214.0,Female,30-44,"$50,000 - $99,999",Associate or bachelor degree,East South Central
653,3124944360,backwoods,Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,38138.0,Male,30-44,"$50,000 - $99,999",Associate or bachelor degree,East South Central
654,3122874323,midwest,A lot,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,40502.0,Female,18-29,"$50,000 - $99,999",Associate or bachelor degree,East South Central
655,3123077097,south,Not at all,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,40517.0,Female,18-29,"$50,000 - $99,999",Associate or bachelor degree,East South Central
656,3122911706,backwoods,Not at all,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,40213.0,Female,> 60,"$25,000 - $49,999",Associate or bachelor degree,East South Central
657,3122504163,indiana,Not at all,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,41522.0,Male,45-60,"$25,000 - $49,999",Associate or bachelor degree,East South Central
658,3125223841,midwest,A lot,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,42003.0,Male,45-60,"$25,000 - $49,999",Associate or bachelor degree,East South Central
659,3122748472,backwoods,Some,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,38301.0,Female,18-29,"$25,000 - $49,999",Associate or bachelor degree,East South Central
660,3123699154,backwoods,A lot,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,41339.0,Male,30-44,"$0 - $24,999",Associate or bachelor degree,East South Central
661,3122535576,south,Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,37841.0,Female,18-29,"$0 - $24,999",Associate or bachelor degree,East South Central
662,3120789930,ohio,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,31088.0,Female,18-29,"$0 - $24,999",Associate or bachelor degree,East South Central
663,3122423051,backwoods,Not at all,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,37748.0,Male,18-29,"$0 - $24,999",Associate or bachelor degree,East South Central
664,3121532506,backwoods,Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,37659.0,Female,> 60,"$150,000+",Some college,East South Central
665,3122795770,backwoods,Some,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,40509.0,Female,45-60,"$150,000+",Some college,East South Central
666,3122384772,backwoods,Some,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,38016.0,Female,45-60,"$150,000+",Some college,East South Central
667,3121910886,backwoods,Not much,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,39401.0,Male,45-60,"$150,000+",Some college,East South Central
668,3123158156,midwest,A lot,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,40379.0,Male,45-60,"$150,000+",Some college,East South Central
669,3121685839,backwoods,Some,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,41169.0,Male,45-60,"$150,000+",Some college,East South Central
670,3126034454,backwoods,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,41175.0,Male,18-29,"$150,000+",Some college,East South Central
671,3121399379,backwoods,Some,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,39443.0,Female,> 60,"$100,000 - $149,999",Some college,East South Central
672,3121339020,midwest,Some,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,42352.0,Male,> 60,"$100,000 - $149,999",Some college,East South Central
673,3121253592,backwoods,Some,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,40241.0,Male,45-60,"$100,000 - $149,999",Some college,East South Central
674,3122383851,south,Not much,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,40502.0,Female,30-44,"$100,000 - $149,999",Some college,East South Central
675,3123869257,backwoods,Not at all,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,41169.0,Female,30-44,"$100,000 - $149,999",Some college,East South Central
676,3122995904,america,Not at all,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,37130.0,Male,30-44,"$100,000 - $149,999",Some college,East South Central
677,3122100987,backwoods,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,38104.0,Male,30-44,"$100,000 - $149,999",Some college,East South Central
678,3122929847,canada,Not much,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,41051.0,Female,18-29,"$100,000 - $149,999",Some college,East South Central
679,3124266076,midwestern,A lot,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,40261.0,Female,> 60,"$50,000 - $99,999",Some college,East South Central
680,3123210107,midwest,A lot,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,41001.0,Female,45-60,"$50,000 - $99,999",Some college,East South Central
681,3124787504,ohio,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,40026.0,Female,30-44,"$50,000 - $99,999",Some college,East South Central
682,3123178738,ohio,Not at all,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,40214.0,Female,30-44,"$50,000 - $99,999",Some college,East South Central
683,3122375015,south,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,37415.0,Male,30-44,"$50,000 - $99,999",Some college,East South Central
684,3120735268,south,A lot,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,35209.0,Female,45-60,"$25,000 - $49,999",Some college,East South Central
685,3123628158,canada,Not at all,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,37914.0,Female,45-60,"$25,000 - $49,999",Some college,East South Central
686,3123019582,backwoods,A lot,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,36695.0,Male,45-60,"$25,000 - $49,999",Some college,East South Central
687,3124723486,backwoods,Not at all,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,38821.0,Male,30-44,"$25,000 - $49,999",Some college,East South Central
688,3123754249,florida,Not at all,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,35810.0,Female,45-60,"$0 - $24,999",Some college,East South Central
689,3122332954,ohio,Not at all,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,41722.0,Male,45-60,"$0 - $24,999",Some college,East South Central
690,3123252222,backwoods,Not much,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,42071.0,Female,18-29,"$0 - $24,999",Some college,East South Central
691,3122831273,backwoods,Some,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,41015.0,Female,18-29,"$0 - $24,999",Some college,East South Central
692,3120829787,backwoods,Some,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,42303.0,Female,18-29,"$0 - $24,999",Some college,East South Central
693,3123608815,backwoods,Not at all,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,37919.0,Female,18-29,"$0 - $24,999",Some college,East South Central
694,3123523741,backwoods,Not much,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,40216.0,Male,18-29,"$0 - $24,999",Some college,East South Central
695,3123026158,backwoods,Not at all,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,42027.0,Female,> 60,"$150,000+",High school degree,East South Central
696,3121892019,south,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,38167.0,Female,> 60,"$50,000 - $99,999",High school degree,East South Central
697,3121975222,backwoods,Not at all,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,37122.0,Male,18-29,"$0 - $24,999",High school degree,East South Central
698,3122569402,backwoods,Not much,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,41076.0,Male,18-29,"$0 - $24,999",High school degree,East South Central
699,3121613786,backwoods,Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,42129.0,Male,> 60,"$0 - $24,999",Less than high school degree,East South Central
702,3122814587,america,Not at all,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,26362.0,Female,> 60,"$150,000+",Graduate degree,South Atlantic
703,3122522489,backwoods,Not at all,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,34209.0,Female,> 60,"$150,000+",Graduate degree,South Atlantic
704,3123528382,backwoods,Not at all,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,21012.0,Female,> 60,"$150,000+",Graduate degree,South Atlantic
705,3122289101,backwoods,Not at all,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,20170.0,Male,> 60,"$150,000+",Graduate degree,South Atlantic
706,3121975064,backwoods,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,20910.0,Male,> 60,"$150,000+",Graduate degree,South Atlantic
707,3122661988,ohio,Not much,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,33411.0,Male,> 60,"$150,000+",Graduate degree,South Atlantic
708,3121555878,ohio,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,32653.0,Male,> 60,"$150,000+",Graduate degree,South Atlantic
709,3123197472,ohio,Not at all,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,30506.0,Female,45-60,"$150,000+",Graduate degree,South Atlantic
710,3123184466,backwoods,Not at all,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,20854.0,Female,45-60,"$150,000+",Graduate degree,South Atlantic
711,3122920724,backwoods,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,22003.0,Male,45-60,"$150,000+",Graduate degree,South Atlantic
712,3122909395,backwoods,Not at all,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,22193.0,Male,45-60,"$150,000+",Graduate degree,South Atlantic
713,3122421862,backwoods,Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,22192.0,Male,45-60,"$150,000+",Graduate degree,South Atlantic
714,3121801174,south,Not at all,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,29073.0,Female,30-44,"$150,000+",Graduate degree,South Atlantic
715,3120838764,backwoods,Not at all,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,21128.0,Female,30-44,"$150,000+",Graduate degree,South Atlantic
716,3120772070,south,Not at all,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,29710.0,Female,30-44,"$150,000+",Graduate degree,South Atlantic
717,3121965333,backwoods,Not at all,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,20007.0,Male,30-44,"$150,000+",Graduate degree,South Atlantic
718,3121512979,backwoods,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,20003.0,Male,30-44,"$150,000+",Graduate degree,South Atlantic
719,3123156646,backwoods,Not at all,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,32503.0,Male,18-29,"$150,000+",Graduate degree,South Atlantic
720,3121761769,midwest,Not at all,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,49307.0,Female,> 60,"$100,000 - $149,999",Graduate degree,South Atlantic
721,3122366931,backwoods,A lot,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,21078.0,Male,> 60,"$100,000 - $149,999",Graduate degree,South Atlantic
722,3120804763,northeast,Not at all,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,25301.0,Female,45-60,"$100,000 - $149,999",Graduate degree,South Atlantic
723,3121674186,ohio,A lot,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,33913.0,Female,45-60,"$100,000 - $149,999",Graduate degree,South Atlantic
724,3122766671,ohio,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,1730.0,Male,45-60,"$100,000 - $149,999",Graduate degree,South Atlantic
725,3122238304,ohio,Not at all,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,27101.0,Male,45-60,"$100,000 - $149,999",Graduate degree,South Atlantic
726,3123969287,south,Some,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,32536.0,Male,45-60,"$100,000 - $149,999",Graduate degree,South Atlantic
727,3121755752,backwoods,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,21214.0,Female,30-44,"$100,000 - $149,999",Graduate degree,South Atlantic
728,3124930362,canada,Not at all,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,20110.0,Male,30-44,"$100,000 - $149,999",Graduate degree,South Atlantic
729,3122983595,backwoods,Not at all,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,29412.0,Female,30-44,"$100,000 - $149,999",Graduate degree,South Atlantic
730,3122696920,ohio,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,23518.0,Female,> 60,"$50,000 - $99,999",Graduate degree,South Atlantic
731,3122515480,backwoods,Not at all,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,20910.0,Female,> 60,"$50,000 - $99,999",Graduate degree,South Atlantic
732,3122478055,florida,Not at all,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,33624.0,Female,> 60,"$50,000 - $99,999",Graduate degree,South Atlantic
733,3122094496,backwoods,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,33852.0,Female,> 60,"$50,000 - $99,999",Graduate degree,South Atlantic
734,3122945466,minnesota,Not at all,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,30458.0,Male,> 60,"$50,000 - $99,999",Graduate degree,South Atlantic
735,3122076551,backwoods,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,20007.0,Male,> 60,"$50,000 - $99,999",Graduate degree,South Atlantic
736,3122633781,centralappalachia,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,25801.0,Male,> 60,"$50,000 - $99,999",Graduate degree,South Atlantic
737,3122536626,backwoods,A lot,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,24502.0,Male,> 60,"$50,000 - $99,999",Graduate degree,South Atlantic
738,3122429686,south,Some,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,29615.0,Male,> 60,"$50,000 - $99,999",Graduate degree,South Atlantic
739,3121559430,ohio,Some,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,29664.0,Male,> 60,"$50,000 - $99,999",Graduate degree,South Atlantic
740,3123031301,backwoods,Not at all,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,21787.0,Female,45-60,"$50,000 - $99,999",Graduate degree,South Atlantic
741,3125552097,backwoods,Not much,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,25313.0,Male,45-60,"$50,000 - $99,999",Graduate degree,South Atlantic
742,3121692952,ohio,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,27513.0,Female,30-44,"$50,000 - $99,999",Graduate degree,South Atlantic
743,3121705247,backwoods,A lot,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,21209.0,Female,30-44,"$50,000 - $99,999",Graduate degree,South Atlantic
744,3125002587,backwoods,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,30309.0,Male,30-44,"$50,000 - $99,999",Graduate degree,South Atlantic
745,3122628272,backwoods,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,27545.0,Male,30-44,"$50,000 - $99,999",Graduate degree,South Atlantic
746,3124784401,backwoods,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,30092.0,Male,30-44,"$50,000 - $99,999",Graduate degree,South Atlantic
747,3126080690,backwoods,Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,24801.0,Male,30-44,"$50,000 - $99,999",Graduate degree,South Atlantic
748,3122812577,ohio,Not at all,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,25304.0,Female,18-29,"$50,000 - $99,999",Graduate degree,South Atlantic
749,3125881486,canada,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,26505.0,Male,18-29,"$50,000 - $99,999",Graduate degree,South Atlantic
750,3123094592,ohio,Some,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,27295.0,Male,18-29,"$50,000 - $99,999",Graduate degree,South Atlantic
751,3122199206,backwoods,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,20036.0,Female,> 60,"$25,000 - $49,999",Graduate degree,South Atlantic
752,3123749547,ohio,Some,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,30110.0,Female,> 60,"$25,000 - $49,999",Graduate degree,South Atlantic
753,3122638526,backwoods,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,28791.0,Female,45-60,"$25,000 - $49,999",Graduate degree,South Atlantic
754,3120741210,backwoods,Not much,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,31636.0,Female,45-60,"$25,000 - $49,999",Graduate degree,South Atlantic
